reviewStatus,compilerDecision,compilerNotes,chapter,gapRank,gapNeed,candidateDisposition,candidateId,lane,queueBucket,priority,date,title,whyConsider,selectedContextMatches,peopleOrSignals,score,naid,sourceSeries,sourceNote,researchNote,catalogUrl,pdfUrl
,,,Turkey,833,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Context for selected record; screen for additional documents,CC 033,Central Chronological Files,Open first,Open packet first,1990-01-01,January 1990 [1],"Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first Re: Ozal Visit to Washington (1 pp.) | 12e. Cable To: Brent Scowcroft From: Ambassador Abramowitz 1/2/90 (b)(1) Cc Re: Ozal Visit to Washington (1 pp.) | Vassiliou + memcon | Vassiliou + telcon | Cyprus / Denktash / V... Already crosswalks to Doc 3.008, Doc 3.009; open for surrounding or enclosed material.",Doc 3.008; Doc 3.009,Re: Ozal Visit to Washington (1 pp.) | 12e. Cable To: Brent Scowcroft From: Ambassador Abramowitz 1/2/90 (b)(1) Cc Re: Ozal Visit to Washington (1 pp.) | Vassiliou + memcon | Vassiliou + telcon | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Ozal + memcon | Ozal + telcon | Greek-Turkish + memorandum | Cyprus + memorandum of conversation,163,470761674,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, January 1990 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761674. Query hit(s): Vassiliou + memcon, Vassiliou + telcon, Cyprus / Denktash / Vassiliou, Denktash + memorandum, Ozal + memcon, Ozal + telcon, Greek-Turkish + memorandum, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: Re: Ozal Visit to Washington (1 pp.) | 12e. Cable To: Brent Scowcroft From: Ambassador Abramowitz 1/2/90 (b)(1) Cc Re: Ozal Visit to Washington (1 pp.). PDF extent: 154 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30503-004.pdf. Catalog: https://catalog.archives.gov/id/470761674.",https://catalog.archives.gov/id/470761674,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30503-004.pdf
,,,Turkey,814,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Potential gap-fill addition,BC 012,Blackwill Chronological Files,Open first,Open packet first,1989-06-01,June 1989 [1],Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister | Greek | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey | memcon | memorandum of conversation No selected-document crosswalk match above threshold.,,SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister | Greek | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey | memcon | memorandum of conversation,109,453248083,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, June 1989 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248083. Query hit(s): Greek, Cyprus, Turkey, Turkish, Ozal, Ozal + Turkey, memcon, memorandum of conversation, telephone conversation. OCR status: Full PDF OCR reviewed. OCR signals: SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister. PDF extent: 140 pages. Digital object: 41-bpr-nsc-blackwill_chron-30545-001.pdf. Catalog: https://catalog.archives.gov/id/453248083.",https://catalog.archives.gov/id/453248083,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30545-001.pdf
,,,Turkey,790,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Context for selected record; screen for additional documents,BC 004,Blackwill Chronological Files,Open first,Open packet first,1989-08-01,August 1989 [7],"Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first Minister Turgut Ozal and President Kenan Evren of Turkey | Minister Turgut Ozal and President Evren of Turkey, August 1, 1989 | SUBJECT: Telephone Call to Prime Minister Turgut Ozal of Turkey (U) | Greece | Greek | Cy... Already crosswalks to Doc 3.004, Doc 3.005; open for surrounding or enclosed material.",Doc 3.004; Doc 3.005,"Minister Turgut Ozal and President Kenan Evren of Turkey | Minister Turgut Ozal and President Evren of Turkey, August 1, 1989 | SUBJECT: Telephone Call to Prime Minister Turgut Ozal of Turkey (U) | Greece | Greek | Cyprus | Cypriot | Vassiliou | Vassiliou + Cyprus | Denktash | Turkey",190,453248101,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, August 1989 [7].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248101. Query hit(s): Greece, Greek, Cyprus, Cypriot, Vassiliou, Vassiliou + Cyprus, Denktash, Turkey, Turkish, Ozal, Ozal + Turkey, Greece / Turkey / Cyprus, memorandum of conversation, telephone conversation. OCR status: Full PDF OCR reviewed. OCR signals: Minister Turgut Ozal and President Kenan Evren of Turkey | Minister Turgut Ozal and President Evren of Turkey, August 1, 1989 | SUBJECT: Telephone Call to Prime Minister Turgut Ozal of Turkey (U). PDF extent: 48 pages. Digital object: 41-bpr-nsc-blackwill_chron-30547-005.pdf. Catalog: https://catalog.archives.gov/id/453248101.",https://catalog.archives.gov/id/453248101,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30547-005.pdf
,,,Turkey,787,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Context for selected record; screen for additional documents,RS 001-001,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 7/11/91-7/22/91,"Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. High-value source pool Greece | Greek | Papandreou | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkey | Turkish Already crosswalks to Doc 1.008, Doc 3.050, Doc 3.051, Doc 3.052, Doc 3.053; open for surrounding or enclosed material.",Doc 1.008; Doc 3.050; Doc 3.051; Doc 3.052; Doc 3.053,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkey | Turkish,252,366551676,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/11/91-7/22/91.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551676. Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Turkey, Turkish, Ozal, Yilmaz, PKK, Aegean, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-001.pdf. Catalog: https://catalog.archives.gov/id/366551676.",https://catalog.archives.gov/id/366551676,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-001.pdf
,,,Turkey,785,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Context for selected record; screen for additional documents,CC 053,Central Chronological Files,Open first,Open packet first,1991-01-01,January 1991 [3],"Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first 03a. Memorandum To: Brent Scowcroft From: Nicholas Burns 1/17/91 (b)(1) S Re: Presidential Message to President Ozal (1 pp.) | 03b. Memorandum To: President Bush From: Brent Scowcroft 1/17/91 (b)(1) S Re: Telephone Ca... Already crosswalks to Doc 1.007, Doc 3.029, Doc 3.030, Doc 3.031, Doc 3.032, Doc 3.033; open for surrounding or enclosed material.",Doc 1.007; Doc 3.029; Doc 3.030; Doc 3.031; Doc 3.032; Doc 3.033,03a. Memorandum To: Brent Scowcroft From: Nicholas Burns 1/17/91 (b)(1) S Re: Presidential Message to President Ozal (1 pp.) | 03b. Memorandum To: President Bush From: Brent Scowcroft 1/17/91 (b)(1) S Re: Telephone Call to President Ozal (1 pp.) | 03c. Talking Points Points to be Made for Call to President Ozal (1 pp.) n.d. (b)(1) | Mitsotakis + memcon | Mitsotakis + telcon | Mitsotakis + memorandum of conversation | Ozal + memcon | Ozal + telcon | Turkey + memorandum of conversation,115,470761737,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, January 1991 [3].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761737. Query hit(s): Mitsotakis + memcon, Mitsotakis + telcon, Mitsotakis + memorandum of conversation, Ozal + memcon, Ozal + telcon, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 03a. Memorandum To: Brent Scowcroft From: Nicholas Burns 1/17/91 (b)(1) S Re: Presidential Message to President Ozal (1 pp.) | 03b. Memorandum To: President Bush From: Brent Scowcroft 1/17/91 (b)(1) S Re: Telephone Call to President Ozal (1 pp.) | 03c. Talking Points Points to be Made for Call to President Ozal (1 pp.) n.d. (b)(1). PDF extent: 156 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30513-003.pdf. Catalog: https://catalog.archives.gov/id/470761737.",https://catalog.archives.gov/id/470761737,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-003.pdf
,,,Turkey,777,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Potential gap-fill addition,BC 008,Blackwill Chronological Files,Open first,Open packet first,1989-06-01,June 1989 [7],Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister | Greece | Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey No selected-document crosswalk match above threshold.,,SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister | Greece | Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey,142,453248089,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, June 1989 [7].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248089. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Turkey, Turkish, Ozal, Ozal + Turkey, Greece / Turkey / Cyprus, memorandum of conversation, telephone conversation. OCR status: Full PDF OCR reviewed. OCR signals: SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister. PDF extent: 75 pages. Digital object: 41-bpr-nsc-blackwill_chron-30545-007.pdf. Catalog: https://catalog.archives.gov/id/453248089.",https://catalog.archives.gov/id/453248089,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30545-007.pdf
,,,Turkey,760,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Potential gap-fill addition,CC 078,Central Chronological Files,Open first,Open packet first,1992-10-01,October 1992 [4],Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first 10. Telcon Memorandum of Telephone Conversation with Prime Minister 10/2/92 (of) f Demirel of Turkey (2 pp.) | Demirel of Turkey (2 pp.) | llc. Talking Points Points to be Made for Telephone Conversation with Presiden... No selected-document crosswalk match above threshold.,,10. Telcon Memorandum of Telephone Conversation with Prime Minister 10/2/92 (of) f Demirel of Turkey (2 pp.) | Demirel of Turkey (2 pp.) | llc. Talking Points Points to be Made for Telephone Conversation with President n.d. oh) Z Ozal and Prime Minister Demirel of Turkey (1 pp.) | Ozal + telcon | Demirel + telcon | Turkey + memorandum of conversation,55,470761832,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, October 1992 [4].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761832. Query hit(s): Ozal + telcon, Demirel + telcon, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 10. Telcon Memorandum of Telephone Conversation with Prime Minister 10/2/92 (of) f Demirel of Turkey (2 pp.) | Demirel of Turkey (2 pp.) | llc. Talking Points Points to be Made for Telephone Conversation with President n.d. oh) Z Ozal and Prime Minister Demirel of Turkey (1 pp.). PDF extent: 114 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30530-003.pdf. Catalog: https://catalog.archives.gov/id/470761832.",https://catalog.archives.gov/id/470761832,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30530-003.pdf
,,,Turkey,744,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Potential gap-fill addition,RS 001-004,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean No selected-document crosswalk match above threshold.,,Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean,174,366551681,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551681. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Denktash, Turkey, Turkish, Demirel, PKK, Aegean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-006.pdf. Catalog: https://catalog.archives.gov/id/366551681.",https://catalog.archives.gov/id/366551681,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-006.pdf
,,,Regional,1017,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-001,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 7/11/91-7/22/91,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Papandreou | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkey | Turkish Already crosswalks to Doc 1.008, Doc 3.050, Doc 3.051, Doc 3.052, Doc 3.053; open for surrounding or enclosed material.",Doc 1.008; Doc 3.050; Doc 3.051; Doc 3.052; Doc 3.053,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkey | Turkish,252,366551676,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/11/91-7/22/91.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551676. Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Turkey, Turkish, Ozal, Yilmaz, PKK, Aegean, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-001.pdf. Catalog: https://catalog.archives.gov/id/366551676.",https://catalog.archives.gov/id/366551676,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-001.pdf
,,,Regional,974,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Potential gap-fill addition,RS 001-004,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean No selected-document crosswalk match above threshold.",,Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean,174,366551681,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551681. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Denktash, Turkey, Turkish, Demirel, PKK, Aegean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-006.pdf. Catalog: https://catalog.archives.gov/id/366551681.",https://catalog.archives.gov/id/366551681,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-006.pdf
,,,Regional,962,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-002,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 7/9/92-12/22/92,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Papandreou | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Clerides | Demirel Already crosswalks to Doc 1.013, Doc 1.014, Doc 3.063; open for surrounding or enclosed material.",Doc 1.013; Doc 1.014; Doc 3.063,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Clerides | Demirel,197,366551685,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/9/92-12/22/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551685. Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Clerides, Demirel, PKK, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91110-002.pdf. Catalog: https://catalog.archives.gov/id/366551685.",https://catalog.archives.gov/id/366551685,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91110-002.pdf
,,,Regional,942,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-003,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 3/3/92-4/28/92,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Demirel | Eastern Mediterranean Already crosswalks to Doc 2.003; open for surrounding or enclosed material.",Doc 2.003,Greece | Greek | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Demirel | Eastern Mediterranean,177,366551682,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 3/3/92-4/28/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551682. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Turkish, Demirel, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-007.pdf. Catalog: https://catalog.archives.gov/id/366551682.",https://catalog.archives.gov/id/366551682,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-007.pdf
,,,Regional,937,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-005,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Telephone Calls--Memorandum of Conversations 8/22/90-10/5/90,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Vassiliou | Turkey | Turkish | Ozal | Eastern Mediterranean | Greece / Turkey / Cyprus Already crosswalks to Doc 1.005, Doc 2.002, Doc 3.018, Doc 3.019, Doc 3.020, Doc 3.021; open for surrounding or enclosed material.",Doc 1.005; Doc 2.002; Doc 3.018; Doc 3.019; Doc 3.020; Doc 3.021,Greece | Greek | Mitsotakis | Cyprus | Vassiliou | Turkey | Turkish | Ozal | Eastern Mediterranean | Greece / Turkey / Cyprus,172,366551694,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 8/22/90-10/5/90.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551694. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Vassiliou, Turkey, Turkish, Ozal, Eastern Mediterranean, Greece / Turkey / Cyprus, telcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-telcon-91112-002.pdf. Catalog: https://catalog.archives.gov/id/366551694.",https://catalog.archives.gov/id/366551694,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-002.pdf
,,,Regional,925,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-007,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 1/11/90-2/21/90,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Cyprus | Vassiliou | Denktash | Turkey | Turkish | Ozal | Eastern Mediterranean | Greece / Turkey / Cyprus Already crosswalks to Doc 3.008, Doc 3.009; open for surrounding or enclosed material.",Doc 3.008; Doc 3.009,Greece | Greek | Cyprus | Vassiliou | Denktash | Turkey | Turkish | Ozal | Eastern Mediterranean | Greece / Turkey / Cyprus,160,366551666,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 1/11/90-2/21/90.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551666. Query hit(s): Greece, Greek, Cyprus, Vassiliou, Denktash, Turkey, Turkish, Ozal, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91107-007.pdf. Catalog: https://catalog.archives.gov/id/366551666.",https://catalog.archives.gov/id/366551666,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-007.pdf
,,,Regional,921,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-008,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 11/13/90-12/21/90,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Ozal | Incirlik | Greece / Turkey / Cyprus Already crosswalks to Doc 1.006, Doc 3.024; open for surrounding or enclosed material.",Doc 1.006; Doc 3.024,Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Ozal | Incirlik | Greece / Turkey / Cyprus,156,366551672,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 11/13/90-12/21/90.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551672. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Denktash, Turkey, Turkish, Ozal, Incirlik, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91108-003.pdf. Catalog: https://catalog.archives.gov/id/366551672.",https://catalog.archives.gov/id/366551672,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91108-003.pdf
,,,Regional,912,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Potential gap-fill addition,RS 001-020,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 5/1/92-6/17/92,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greek | Cyprus | Vassiliou | Denktash | Demirel | Eastern Mediterranean | memcon | memorandum of conversation No selected-document crosswalk match above threshold.",,Greek | Cyprus | Vassiliou | Denktash | Demirel | Eastern Mediterranean | memcon | memorandum of conversation,112,366551683,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 5/1/92-6/17/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551683. Query hit(s): Greek, Cyprus, Vassiliou, Denktash, Demirel, Eastern Mediterranean, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-008.pdf. Catalog: https://catalog.archives.gov/id/366551683.",https://catalog.archives.gov/id/366551683,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-008.pdf
